EmployeeID,Department,Gender,Age,TenureYears,AnnualSalary,SatisfactionScore,PerformanceRating,OverTime,WorkFromHome,Education,Attrition
EMP9325,Finance,Female,23,6.9,1531000.0,3,2,No,Yes,PhD,No
EMP9326,Finance,Male,56,12.8,2193000.0,4,1,Yes,No,Master's,No
EMP9327,Marketing,Male,55,3.0,1395000.0,2,1,Yes,Yes,Master's,Yes
EMP9328,Marketing,Female,21,0.6,1899000.0,5,4,Yes,Yes,Master's,No
EMP9329,Engineering,Male,48,5.8,1379000.0,1,1,No,Yes,Master's,No
EMP9330,Operations,Female,31,4.3,347000.0,2,1,Yes,No,Bachelor's,Yes
EMP9331,Finance,Male,50,6.4,1359000.0,2,2,Yes,No,Master's,No
EMP9332,Finance,Male,35,11.5,304000.0,3,1,No,No,Bachelor's,Yes
EMP9333,Finance,Female,43,9.7,978000.0,3,3,No,No,Bachelor's,No
EMP9334,Marketing,Female,42,2.1,301000.0,2,5,No,Yes,Master's,No
EMP9335,Sales,Female,53,0.4,2036000.0,2,4,No,Yes,Bachelor's,No
EMP9336,Sales,Male,40,7.7,882000.0,4,4,Yes,No,Diploma,Yes
EMP9337,Finance,Female,23,11.9,657000.0,2,3,No,Yes,Bachelor's,No
EMP9338,Sales,Male,38,11.3,1127000.0,2,2,No,No,Bachelor's,No
EMP9339,Marketing,Male,56,4.3,802000.0,2,2,Yes,Yes,Master's,Yes
EMP9340,Operations,Male,21,3.7,1955000.0,2,2,No,No,Diploma,No
EMP9341,Engineering,Male,28,2.1,2197000.0,4,4,No,No,Bachelor's,No
EMP9342,HR,Male,28,8.9,1185000.0,5,3,Yes,Yes,Master's,No
EMP9343,Sales,Male,29,3.2,2062000.0,5,3,Yes,Yes,Master's,No
EMP9344,Marketing,Male,25,9.9,1070000.0,4,2,Yes,Yes,Bachelor's,No
EMP9345,Marketing,Female,22,9.9,1962000.0,2,1,Yes,No,Master's,No
EMP9346,Customer Support,Male,30,11.0,1682000.0,5,1,Yes,Yes,Bachelor's,No
EMP9347,Engineering,Male,31,0.6,736000.0,2,4,No,Yes,Bachelor's,Yes
EMP9348,Operations,Male,39,10.2,620000.0,4,2,Yes,No,Master's,No
EMP9349,HR,Female,51,14.3,1036000.0,1,1,No,Yes,Bachelor's,No
EMP9350,Sales,Female,34,9.7,935000.0,2,3,No,No,Bachelor's,Yes
EMP9351,Operations,Male,26,9.4,884000.0,3,4,No,No,Master's,No
EMP9352,Operations,Male,51,13.7,2078000.0,4,5,No,No,Bachelor's,No
EMP9353,Customer Support,Male,48,12.7,1789000.0,5,1,No,No,Bachelor's,No
EMP9354,Engineering,Male,55,10.8,506000.0,3,2,Yes,Yes,Master's,No
EMP9355,Engineering,Male,48,12.4,324000.0,1,1,No,No,Master's,No
EMP9356,Operations,Male,37,11.9,907000.0,5,5,No,No,Master's,Yes
EMP9357,Customer Support,Male,48,2.6,698000.0,1,2,No,No,Master's,No
EMP9358,Sales,Female,36,4.2,624000.0,3,1,No,Yes,Bachelor's,No
EMP9359,HR,Female,39,11.6,684000.0,2,4,Yes,No,Master's,No
EMP9360,Finance,Male,46,8.6,1403000.0,4,3,No,No,Master's,No
EMP9361,Marketing,Female,31,3.0,322000.0,4,1,Yes,No,Master's,Yes
EMP9362,Engineering,Male,52,14.8,1181000.0,5,5,Yes,Yes,Bachelor's,No
EMP9363,Sales,Female,50,12.0,1282000.0,4,3,Yes,Yes,Master's,No
EMP9364,Marketing,Female,27,7.5,404000.0,4,3,Yes,Yes,Master's,Yes
EMP9365,Engineering,Female,52,0.4,1530000.0,4,2,Yes,No,Master's,Yes
EMP9366,Operations,Female,39,10.8,1890000.0,3,5,No,Yes,Bachelor's,No
EMP9367,Engineering,Female,23,3.1,1157000.0,2,1,Yes,No,Master's,No
EMP9368,Customer Support,Male,31,9.5,1419000.0,3,3,No,No,Bachelor's,No
EMP9369,Finance,Male,43,2.3,1560000.0,2,5,No,Yes,Diploma,No
EMP9370,Finance,Male,35,9.2,1193000.0,5,4,Yes,Yes,Bachelor's,No
EMP9371,Sales,Male,25,8.6,1724000.0,4,5,No,No,Master's,No
EMP9372,Customer Support,Male,40,11.3,2015000.0,5,5,Yes,Yes,Master's,No
EMP9373,Operations,Male,39,11.2,955000.0,2,3,No,Yes,Bachelor's,No
EMP9374,Finance,Female,43,5.8,793000.0,3,2,No,No,Bachelor's,No
EMP9375,Operations,Female,30,1.9,2156000.0,2,5,Yes,No,PhD,No
EMP9376,Engineering,Male,41,4.5,696000.0,5,4,No,No,Master's,No
EMP9377,Sales,Male,28,1.9,708000.0,1,4,No,No,Master's,No
EMP9378,Sales,Female,40,7.7,1124000.0,1,2,No,No,Bachelor's,No
EMP9379,Finance,Male,47,3.1,521000.0,2,1,No,No,Master's,No
EMP9380,Customer Support,Female,54,10.1,1638000.0,1,1,No,Yes,Bachelor's,Yes
EMP9381,Engineering,Male,26,4.3,2001000.0,3,1,No,No,Master's,No
EMP9382,Marketing,Female,45,12.7,364000.0,5,5,Yes,No,Master's,Yes
EMP9383,Customer Support,Male,37,12.7,640000.0,5,4,No,No,Bachelor's,No
EMP9384,HR,Male,22,10.9,738000.0,4,5,Yes,No,Bachelor's,No
EMP9385,Operations,Male,22,9.3,2198000.0,5,1,No,Yes,Master's,No
EMP9386,Sales,Female,43,5.8,1048000.0,2,2,No,No,Bachelor's,No
EMP9387,Operations,Female,29,10.7,1669000.0,3,1,Yes,Yes,Bachelor's,No
EMP9388,Engineering,Male,38,10.0,967000.0,2,1,Yes,No,Bachelor's,Yes
EMP9389,Finance,Female,56,11.6,683000.0,3,5,No,Yes,Bachelor's,No
EMP9390,Operations,Female,53,14.0,1491000.0,3,2,Yes,No,Master's,No
EMP9391,Customer Support,Female,32,1.7,1827000.0,5,2,Yes,No,Master's,No
EMP9392,Customer Support,Male,49,4.6,1122000.0,2,3,Yes,No,Master's,No
EMP9393,Finance,Male,38,13.8,1840000.0,2,2,No,Yes,Bachelor's,No
EMP9394,Sales,Female,22,9.5,2028000.0,5,3,No,No,Bachelor's,No
EMP9395,Operations,Female,37,6.3,729000.0,3,4,No,Yes,Bachelor's,No
EMP9396,Marketing,Female,36,1.8,751000.0,2,2,No,No,Master's,No
EMP9397,Customer Support,Female,24,7.0,2009000.0,1,4,No,No,Bachelor's,Yes
EMP9398,Finance,Male,25,11.8,1758000.0,5,2,No,No,Bachelor's,No
EMP9399,Marketing,Male,45,2.2,651000.0,3,2,No,No,Bachelor's,No
EMP9400,Finance,Female,30,14.2,2110000.0,3,5,Yes,Yes,Bachelor's,No
EMP9401,Customer Support,Male,33,9.4,559000.0,1,3,Yes,Yes,Master's,Yes
EMP9402,Sales,Female,34,10.7,1081000.0,2,3,No,No,Master's,No
EMP9403,Sales,Female,41,2.8,688000.0,1,2,Yes,No,Bachelor's,Yes
EMP9404,Customer Support,Male,26,0.5,1365000.0,1,3,No,No,Bachelor's,No
EMP9405,Sales,Male,25,10.1,708000.0,4,3,Yes,Yes,PhD,No
EMP9406,Marketing,Male,33,12.1,541000.0,5,1,No,No,Bachelor's,No
EMP9407,HR,Male,28,12.1,1801000.0,4,4,No,No,Bachelor's,Yes
EMP9408,Sales,Male,23,4.6,1749000.0,5,3,No,No,Bachelor's,No
EMP9409,Operations,Female,48,9.3,2104000.0,1,3,No,No,Bachelor's,No
EMP9410,Engineering,Female,41,1.6,662000.0,4,3,Yes,Yes,Bachelor's,Yes
EMP9411,Marketing,Male,40,9.7,1681000.0,1,3,No,Yes,Bachelor's,Yes
EMP9412,Sales,Female,42,4.1,2072000.0,5,5,No,Yes,Bachelor's,No
EMP9413,Operations,Female,48,12.8,847000.0,4,1,No,No,Master's,No
EMP9414,Marketing,Male,50,5.1,1755000.0,5,4,No,Yes,Diploma,No
EMP9415,Engineering,Female,41,10.2,1760000.0,4,1,No,Yes,Bachelor's,No
EMP9416,Operations,Male,39,9.9,474000.0,1,3,No,No,Bachelor's,No
EMP9417,Operations,Male,43,0.7,753000.0,3,3,Yes,No,Master's,No
EMP9418,Operations,Female,46,6.7,1329000.0,2,4,No,No,Bachelor's,Yes
EMP9419,Finance,Female,42,7.7,1916000.0,2,3,Yes,No,Bachelor's,Yes
EMP9420,Finance,Female,50,5.6,1116000.0,2,1,No,No,Bachelor's,No
EMP9421,Finance,Male,39,10.8,317000.0,4,3,No,Yes,Bachelor's,No
EMP9422,Engineering,Male,46,8.5,1698000.0,5,1,No,No,Master's,No
EMP9423,Customer Support,Male,39,2.7,542000.0,2,3,No,Yes,Master's,Yes
EMP9424,Finance,Male,40,11.8,945000.0,4,2,No,No,Bachelor's,No
EMP9425,Sales,Female,51,7.2,1888000.0,5,2,No,No,Diploma,No
EMP9426,Customer Support,Male,57,13.8,804000.0,4,4,No,No,Bachelor's,No
EMP9427,Marketing,Male,53,4.9,1693000.0,5,1,No,No,Diploma,Yes
EMP9428,Finance,Male,40,7.7,2086000.0,1,4,No,No,Bachelor's,Yes
EMP9429,Engineering,Female,22,11.4,2014000.0,4,4,No,No,Master's,No
EMP9430,Customer Support,Male,24,12.7,349000.0,2,5,Yes,Yes,PhD,No
EMP9431,Engineering,Male,32,12.4,1302000.0,5,5,Yes,No,Bachelor's,No
EMP9432,Engineering,Female,56,9.7,336000.0,1,4,Yes,No,Bachelor's,Yes
EMP9433,Customer Support,Female,48,7.0,1614000.0,1,3,Yes,No,Diploma,Yes
EMP9434,Marketing,Female,50,5.1,644000.0,3,5,No,Yes,Master's,Yes
EMP9435,Marketing,Female,24,11.5,759000.0,5,4,No,No,Bachelor's,No
EMP9436,Operations,Male,38,5.0,1546000.0,5,5,No,No,Master's,No
EMP9437,HR,Male,41,13.5,1908000.0,5,4,No,Yes,Bachelor's,No
EMP9438,Sales,Male,38,3.4,1509000.0,5,4,Yes,No,Bachelor's,Yes
EMP9439,Finance,Female,35,8.5,1795000.0,5,1,No,No,Bachelor's,Yes
EMP9440,Finance,Male,36,10.9,1458000.0,1,1,No,No,Master's,No
EMP9441,Operations,Female,22,2.0,1206000.0,4,5,No,Yes,PhD,No
EMP9442,Finance,Male,44,10.8,1213000.0,2,2,No,Yes,Bachelor's,Yes
EMP9443,Operations,Male,37,8.5,2029000.0,3,5,Yes,Yes,Bachelor's,No
EMP9444,Finance,Male,51,1.8,1856000.0,3,1,No,No,Bachelor's,No
EMP9445,Finance,Female,34,10.5,799000.0,4,1,No,Yes,Bachelor's,No
EMP9446,Sales,Female,38,13.7,484000.0,4,5,No,No,Master's,No
EMP9447,Customer Support,Female,29,14.7,1606000.0,1,3,No,No,Master's,No
EMP9448,Operations,Female,32,4.8,1715000.0,5,4,No,No,Master's,No
EMP9449,HR,Female,46,6.9,1799000.0,1,4,Yes,No,Bachelor's,Yes
EMP9450,HR,Male,27,10.6,1305000.0,4,5,Yes,No,Bachelor's,No
EMP9451,Sales,Female,34,0.9,1303000.0,3,1,No,Yes,PhD,Yes
EMP9452,Marketing,Female,25,0.4,1269000.0,2,4,No,No,Bachelor's,No
EMP9453,Operations,Female,38,1.4,1630000.0,3,4,No,No,Bachelor's,No
EMP9454,Sales,Female,36,14.4,1737000.0,1,4,No,Yes,Master's,No
EMP9455,Operations,Male,27,0.2,1046000.0,1,5,No,No,Bachelor's,Yes
EMP9456,Sales,Male,35,10.3,1746000.0,4,5,No,No,Bachelor's,No
EMP9457,HR,Female,54,12.4,476000.0,5,4,No,No,Master's,No
EMP9458,Customer Support,Female,30,7.1,822000.0,1,5,No,No,Bachelor's,No
EMP9459,Sales,Male,30,2.2,1870000.0,4,3,Yes,Yes,Master's,Yes
EMP9460,Operations,Female,37,10.3,823000.0,2,5,No,Yes,Master's,No
EMP9461,Marketing,Female,50,5.0,1299000.0,2,5,No,No,Bachelor's,No
EMP9462,Sales,Male,22,15.0,1948000.0,4,3,No,Yes,Bachelor's,No
EMP9463,Marketing,Female,23,2.6,657000.0,5,1,No,No,Master's,No
EMP9464,Engineering,Male,30,11.5,482000.0,5,5,Yes,No,Master's,Yes
EMP9465,Sales,Female,35,4.0,1353000.0,3,2,No,Yes,Master's,No
EMP9466,Finance,Female,35,13.1,430000.0,5,1,Yes,No,Bachelor's,No
EMP9467,Operations,Male,21,6.2,1289000.0,4,3,No,No,PhD,No
EMP9468,Marketing,Female,49,1.8,482000.0,2,4,No,No,Bachelor's,Yes
EMP9469,Engineering,Male,24,0.4,489000.0,5,1,Yes,No,Master's,No
EMP9470,HR,Female,57,4.6,554000.0,2,2,Yes,Yes,Bachelor's,Yes
EMP9471,Sales,Female,56,10.5,1388000.0,4,1,No,Yes,Bachelor's,No
EMP9472,Operations,Female,30,9.6,495000.0,3,5,Yes,Yes,Bachelor's,Yes
EMP9473,Operations,Female,55,14.8,1814000.0,1,4,No,Yes,Master's,No
EMP9474,Marketing,Female,23,7.8,1906000.0,3,4,No,No,Master's,No
EMP9475,Customer Support,Female,31,1.9,1870000.0,4,1,Yes,Yes,Bachelor's,No
EMP9476,Marketing,Male,21,9.1,1864000.0,1,2,No,No,Bachelor's,No
EMP9477,Customer Support,Female,29,10.1,1338000.0,2,1,No,No,Master's,No
EMP9478,Sales,Female,34,9.5,2066000.0,5,2,Yes,No,Bachelor's,No
EMP9479,HR,Male,40,6.0,855000.0,4,1,No,Yes,Master's,No
EMP9480,HR,Male,29,3.9,1892000.0,4,5,No,No,Master's,No
EMP9481,Finance,Male,41,0.5,1364000.0,2,4,No,Yes,Diploma,Yes
EMP9482,HR,Female,51,14.4,574000.0,2,3,No,No,Bachelor's,No
EMP9483,HR,Male,43,5.1,1962000.0,3,1,No,No,Master's,No
EMP9484,Customer Support,Male,21,14.4,1392000.0,1,2,No,Yes,Bachelor's,Yes
EMP9485,Sales,Male,54,6.2,831000.0,2,1,No,No,Master's,No
EMP9486,Marketing,Female,56,9.5,835000.0,4,5,No,No,Bachelor's,No
EMP9487,Marketing,Female,52,8.3,632000.0,4,2,Yes,No,Bachelor's,No
EMP9488,Operations,Female,24,7.8,1499000.0,1,2,No,No,Bachelor's,No
EMP9489,HR,Male,49,5.9,1164000.0,3,3,No,No,Bachelor's,No
EMP9490,Customer Support,Male,42,3.8,1149000.0,5,1,No,No,PhD,Yes
EMP9491,Sales,Male,40,4.4,1492000.0,2,2,No,Yes,Bachelor's,Yes
EMP9492,Customer Support,Female,27,2.8,861000.0,3,1,No,No,Bachelor's,No
EMP9493,Engineering,Male,36,11.6,989000.0,4,5,No,Yes,Master's,No
EMP9494,HR,Female,52,6.9,1619000.0,4,1,No,Yes,Master's,No
EMP9495,Engineering,Male,22,11.6,1957000.0,5,1,No,Yes,Bachelor's,No
EMP9496,Finance,Male,38,13.0,1066000.0,4,5,No,No,Bachelor's,Yes
EMP9497,Sales,Female,41,0.3,561000.0,4,5,No,No,Bachelor's,No
EMP9498,Finance,Male,57,7.5,893000.0,3,3,No,No,Master's,No
EMP9499,Sales,Female,23,0.7,1192000.0,3,4,No,Yes,Bachelor's,No
EMP9500,HR,Male,46,10.3,1478000.0,2,5,No,No,Bachelor's,No
EMP9501,Sales,Female,56,2.0,870000.0,4,5,Yes,No,Master's,No
EMP9502,Operations,Female,28,13.0,1912000.0,2,5,Yes,Yes,Bachelor's,Yes
EMP9503,Engineering,Male,49,11.0,325000.0,3,1,No,No,Bachelor's,No
EMP9504,Marketing,Female,31,0.6,1367000.0,2,2,No,No,PhD,Yes
EMP9505,Operations,Male,55,8.1,1887000.0,3,2,No,Yes,Master's,Yes
EMP9506,Customer Support,Male,55,5.8,2075000.0,3,5,No,Yes,Bachelor's,No
EMP9507,Marketing,Female,28,14.9,1610000.0,1,2,No,No,Bachelor's,Yes
EMP9508,Marketing,Female,52,1.5,2051000.0,2,3,Yes,Yes,Bachelor's,Yes
EMP9509,Sales,Female,47,2.2,1375000.0,2,2,Yes,Yes,Master's,No
EMP9510,Finance,Male,30,12.5,1040000.0,2,1,No,Yes,Master's,No
EMP9511,Finance,Male,55,7.8,1402000.0,1,4,No,No,Bachelor's,No
EMP9512,Sales,Female,46,11.7,316000.0,3,1,No,No,Diploma,No
EMP9513,Marketing,Female,29,4.2,1398000.0,5,2,Yes,Yes,Master's,No
EMP9514,Sales,Female,24,4.6,1846000.0,3,3,No,No,Master's,No
EMP9515,Customer Support,Male,27,6.8,1247000.0,2,3,Yes,Yes,Bachelor's,No
EMP9516,Operations,Female,24,2.0,1730000.0,1,4,Yes,Yes,Master's,Yes
EMP9517,Marketing,Female,37,5.4,1485000.0,2,4,No,No,Bachelor's,No
EMP9518,Sales,Female,56,10.5,1152000.0,5,3,Yes,No,Master's,No
EMP9519,Operations,Female,29,14.6,484000.0,5,5,No,No,Diploma,No
EMP9520,HR,Male,23,3.5,1292000.0,4,5,No,Yes,Master's,No
EMP9521,Marketing,Male,51,13.1,2107000.0,4,3,Yes,No,PhD,Yes
EMP9522,Marketing,Female,44,13.3,1182000.0,2,1,No,No,Master's,Yes
EMP9523,Engineering,Male,49,10.9,842000.0,2,3,Yes,Yes,Bachelor's,Yes
EMP9524,Finance,Female,42,5.8,1781000.0,1,4,Yes,No,Master's,Yes
EMP9525,Finance,Male,29,13.8,1795000.0,3,4,Yes,Yes,Master's,No
EMP9526,Marketing,Female,56,14.7,795000.0,3,3,Yes,No,Bachelor's,No
EMP9527,HR,Female,25,7.6,1897000.0,2,4,No,Yes,Bachelor's,No
EMP9528,Marketing,Female,23,3.8,1424000.0,5,1,No,No,Bachelor's,No
EMP9529,Sales,Female,39,8.1,1947000.0,4,5,No,No,Master's,No
EMP9530,Engineering,Female,35,11.5,833000.0,3,3,No,No,Bachelor's,No
EMP9531,Engineering,Female,43,4.2,1825000.0,2,1,No,Yes,Bachelor's,No
EMP9532,Customer Support,Female,31,13.6,2088000.0,2,1,No,Yes,Bachelor's,No
EMP9533,Sales,Male,49,3.1,406000.0,5,2,No,No,Bachelor's,No
EMP9534,Finance,Female,39,3.5,2024000.0,3,4,No,No,Bachelor's,No
EMP9535,Finance,Male,39,7.1,1721000.0,5,3,No,No,Master's,No
EMP9536,HR,Female,41,13.5,1790000.0,1,3,No,Yes,Bachelor's,No
EMP9537,Marketing,Male,30,11.2,576000.0,1,1,Yes,Yes,Bachelor's,Yes
EMP9538,Customer Support,Female,49,6.5,2048000.0,1,4,No,Yes,Master's,Yes
EMP9539,Operations,Female,37,7.2,702000.0,5,3,No,Yes,Bachelor's,No
EMP9540,Sales,Female,57,5.1,2110000.0,1,4,Yes,No,Master's,Yes
EMP9541,Sales,Male,30,9.2,1237000.0,3,1,No,No,PhD,No
EMP9542,Customer Support,Male,25,4.2,814000.0,3,5,No,No,Bachelor's,No
EMP9543,Finance,Male,47,0.3,1251000.0,5,5,No,Yes,Bachelor's,No
EMP9544,Finance,Female,41,8.0,518000.0,3,5,No,Yes,Bachelor's,No
EMP9545,Finance,Female,22,7.4,631000.0,3,2,No,Yes,Master's,No
EMP9546,HR,Female,23,7.0,854000.0,4,1,No,No,Diploma,No
EMP9547,HR,Female,34,6.8,2046000.0,2,3,No,Yes,Bachelor's,No
EMP9548,Sales,Female,31,14.5,850000.0,1,4,No,No,Bachelor's,Yes
EMP9549,Operations,Female,28,11.9,1091000.0,4,3,No,Yes,Bachelor's,No
EMP9550,Operations,Male,54,0.3,1345000.0,2,1,No,Yes,Master's,No
EMP9551,Customer Support,Female,46,5.7,1982000.0,2,1,Yes,Yes,Bachelor's,No
EMP9552,Sales,Female,44,11.8,848000.0,4,3,No,No,Bachelor's,No
EMP9553,HR,Male,38,13.1,1580000.0,4,5,Yes,No,Master's,No
EMP9554,Engineering,Female,52,11.8,712000.0,3,5,Yes,No,Master's,No
EMP9555,Customer Support,Female,37,14.2,335000.0,5,1,No,Yes,Bachelor's,No
EMP9556,Finance,Male,54,10.9,597000.0,4,2,Yes,No,Master's,Yes
EMP9557,HR,Female,25,11.1,1928000.0,2,2,Yes,Yes,Bachelor's,Yes
EMP9558,Operations,Female,36,0.5,1752000.0,4,5,No,No,Master's,No
EMP9559,Customer Support,Male,49,7.3,540000.0,4,3,No,No,PhD,No
EMP9560,Engineering,Male,54,3.4,2150000.0,3,5,No,Yes,Master's,No
EMP9561,Operations,Female,37,11.5,457000.0,4,4,Yes,Yes,Bachelor's,No
EMP9562,Customer Support,Female,37,3.2,2045000.0,2,2,No,No,Bachelor's,No
EMP9563,Sales,Male,44,14.7,1229000.0,1,4,No,No,PhD,No
EMP9564,HR,Female,44,12.5,1481000.0,5,3,No,Yes,Bachelor's,No
EMP9565,Customer Support,Female,33,14.5,1024000.0,5,5,No,No,Master's,No
EMP9566,Finance,Male,38,1.0,807000.0,2,3,No,Yes,Master's,Yes
EMP9567,HR,Female,53,10.9,505000.0,3,3,Yes,Yes,PhD,Yes
EMP9568,Operations,Male,50,7.8,2080000.0,5,1,No,Yes,Diploma,No
EMP9569,Operations,Female,36,8.9,593000.0,1,2,No,No,Master's,Yes
EMP9570,Customer Support,Male,48,14.7,1497000.0,4,4,Yes,No,Bachelor's,No
EMP9571,Engineering,Female,55,9.8,702000.0,2,2,No,Yes,Bachelor's,No
EMP9572,Engineering,Male,51,0.8,1956000.0,1,2,No,Yes,Master's,No
EMP9573,Marketing,Male,24,9.9,809000.0,5,1,No,No,Master's,No
EMP9574,HR,Female,38,0.4,766000.0,4,4,Yes,Yes,Bachelor's,No
EMP9575,Sales,Male,36,4.8,700000.0,2,4,Yes,No,Bachelor's,No
EMP9576,Operations,Male,24,0.9,653000.0,3,2,No,No,Bachelor's,No
EMP9577,Marketing,Female,42,6.7,951000.0,2,3,Yes,Yes,Master's,Yes
EMP9578,Engineering,Female,54,13.5,1599000.0,5,2,No,No,Master's,No
EMP9579,Customer Support,Female,56,1.2,780000.0,4,4,No,Yes,Master's,No
EMP9580,Marketing,Female,38,4.3,2176000.0,2,1,No,Yes,Bachelor's,No
EMP9581,Finance,Female,21,3.2,347000.0,5,3,No,No,Master's,No
EMP9582,Sales,Female,52,13.1,988000.0,3,5,No,Yes,Master's,No
EMP9583,Engineering,Male,53,9.9,426000.0,3,3,No,No,Bachelor's,Yes
EMP9584,Marketing,Male,36,11.1,1591000.0,1,1,No,No,Master's,No
EMP9585,Sales,Male,40,13.1,1458000.0,5,1,No,No,Bachelor's,No
EMP9586,Engineering,Male,49,11.8,1257000.0,4,4,No,Yes,Bachelor's,No
EMP9587,Finance,Male,56,4.2,1872000.0,2,1,No,No,Bachelor's,No
EMP9588,Finance,Male,30,11.0,1049000.0,3,3,No,No,Bachelor's,No
EMP9589,HR,Male,57,3.1,2084000.0,3,1,Yes,No,Bachelor's,No
EMP9590,Marketing,Female,34,1.5,885000.0,5,4,No,No,Bachelor's,No
EMP9591,Finance,Female,22,5.0,779000.0,5,1,No,Yes,PhD,No
EMP9592,Finance,Male,38,4.2,516000.0,5,3,No,No,Master's,No
EMP9593,Customer Support,Male,51,11.4,1843000.0,5,3,No,No,Master's,No
EMP9594,HR,Female,28,10.1,592000.0,3,2,Yes,No,Diploma,No
EMP9595,Finance,Male,49,2.6,1904000.0,2,4,Yes,Yes,Master's,Yes
EMP9596,Finance,Male,26,12.8,1274000.0,5,5,Yes,No,Bachelor's,No
EMP9597,HR,Male,56,8.6,1681000.0,5,1,No,No,Master's,No
EMP9598,Customer Support,Female,31,14.2,326000.0,5,1,Yes,No,Master's,Yes
EMP9599,Engineering,Female,26,10.4,605000.0,1,2,Yes,Yes,PhD,No
EMP9600,Customer Support,Male,46,7.4,1858000.0,4,4,No,No,Bachelor's,No
EMP9601,Customer Support,Female,55,5.1,1871000.0,5,2,No,Yes,Master's,No
EMP9602,HR,Male,27,10.5,1225000.0,5,3,No,No,Bachelor's,No
EMP9603,Sales,Male,54,10.7,429000.0,2,3,No,No,Diploma,Yes
EMP9604,HR,Male,25,10.2,1305000.0,1,2,Yes,Yes,Diploma,No
EMP9605,Engineering,Female,40,6.4,1678000.0,3,5,No,Yes,Master's,No
EMP9606,HR,Male,37,4.9,1658000.0,1,3,Yes,Yes,Bachelor's,No
EMP9607,Operations,Female,27,7.0,2197000.0,5,5,No,No,Bachelor's,No
EMP9608,Operations,Female,23,8.6,1459000.0,3,4,No,No,Master's,No
EMP9609,Finance,Female,29,1.8,625000.0,5,3,No,Yes,Bachelor's,No
EMP9610,HR,Female,57,2.4,604000.0,4,2,No,Yes,Bachelor's,No
EMP9611,Engineering,Male,51,11.5,977000.0,4,2,No,No,Bachelor's,No
EMP9612,Marketing,Female,54,12.3,1132000.0,2,5,Yes,No,Bachelor's,No
EMP9613,Engineering,Female,49,5.8,1004000.0,3,3,No,No,Master's,No
EMP9614,Finance,Male,22,9.1,2023000.0,3,3,No,No,Bachelor's,No
EMP9615,Sales,Female,32,6.7,404000.0,5,2,No,No,Bachelor's,No
EMP9616,Marketing,Female,42,4.4,1317000.0,4,5,Yes,No,Master's,Yes
EMP9617,Sales,Male,48,8.1,2107000.0,5,4,No,Yes,Bachelor's,No
EMP9618,Engineering,Female,57,4.9,1774000.0,5,2,Yes,Yes,Bachelor's,No
EMP9619,Sales,Male,57,11.9,976000.0,1,3,Yes,No,Bachelor's,Yes
EMP9620,Finance,Male,41,1.5,1325000.0,4,3,No,No,Bachelor's,No
EMP9621,Marketing,Male,45,6.0,886000.0,5,5,No,Yes,PhD,No
EMP9622,Sales,Male,40,4.1,1550000.0,5,1,No,No,Diploma,No
EMP9623,Customer Support,Female,31,10.9,1658000.0,5,1,No,Yes,Bachelor's,No
EMP9624,Customer Support,Female,52,8.6,1111000.0,2,2,No,No,Master's,No
EMP9625,Operations,Female,47,12.7,1180000.0,2,3,No,Yes,Master's,No
EMP9626,Sales,Female,44,4.8,1601000.0,5,5,No,No,Master's,No
EMP9627,Engineering,Female,30,12.4,1201000.0,1,5,No,No,Diploma,No
EMP9628,Finance,Female,56,6.8,1492000.0,2,1,Yes,Yes,Bachelor's,No
EMP9629,Marketing,Male,23,14.8,984000.0,2,5,Yes,No,Bachelor's,Yes
EMP9630,Sales,Male,30,10.0,583000.0,2,1,No,No,Master's,No
EMP9631,Customer Support,Female,27,12.0,1514000.0,2,3,No,No,Master's,No
EMP9632,Sales,Female,51,12.6,706000.0,2,5,No,Yes,Master's,Yes
EMP9633,Sales,Female,21,0.5,2126000.0,5,1,No,No,Bachelor's,No
EMP9634,Sales,Male,32,3.6,624000.0,1,3,No,No,Bachelor's,No
EMP9635,Engineering,Male,45,6.5,696000.0,3,2,No,No,Bachelor's,No
EMP9636,Operations,Male,24,3.2,735000.0,5,3,No,Yes,Bachelor's,No
EMP9637,Engineering,Female,22,0.6,1897000.0,2,1,Yes,Yes,Master's,Yes
EMP9638,Customer Support,Male,34,9.4,1417000.0,4,2,No,No,Master's,No
EMP9639,Customer Support,Female,47,1.2,603000.0,4,3,No,Yes,Master's,No
EMP9640,Sales,Female,48,8.4,1327000.0,4,2,Yes,Yes,Master's,No
EMP9641,Marketing,Male,33,5.9,1185000.0,1,5,No,No,Master's,Yes
EMP9642,Engineering,Female,32,10.1,1186000.0,3,4,No,No,Master's,No
EMP9643,Customer Support,Female,44,0.3,1578000.0,5,1,No,Yes,Master's,No
EMP9644,Engineering,Female,27,1.0,1769000.0,1,5,No,No,Master's,Yes
EMP9645,HR,Male,37,7.7,1194000.0,1,3,Yes,Yes,Master's,Yes
EMP9646,Sales,Female,22,9.1,806000.0,4,4,Yes,No,PhD,No
EMP9647,Customer Support,Male,49,4.1,763000.0,1,3,Yes,Yes,Bachelor's,No
EMP9648,Customer Support,Female,41,0.8,1480000.0,5,3,Yes,Yes,Master's,Yes
EMP9649,Finance,Female,40,14.3,1634000.0,5,3,No,Yes,PhD,Yes
EMP9650,Sales,Male,42,7.6,2022000.0,2,2,Yes,No,Master's,No
EMP9651,Marketing,Female,36,11.6,2080000.0,1,1,No,Yes,Diploma,Yes
